41,15:04 22/11/2021,WSS,16.6,18.2,15.0,17.0,15.5,4310
181,15:04 22/11/2021,CTC,8.5,9.3,7.7,8.5,7.7,4163
270,15:04 22/11/2021,SDT,10.8,11.8,9.8,11.2,9.8,4046
276,15:04 22/11/2021,KDM,11.4,12.5,10.3,11.3,10.3,4013
46,15:04 22/11/2021,THT,14.9,16.3,13.5,14.9,13.6,3957
35,15:04 22/11/2021,SPI,13.5,14.8,12.2,13.9,12.3,3852
20,14:47 22/11/2021,PHP,30.0,33.0,27.0,30.0,28.9,3821
320,15:04 22/11/2021,BNA,43.6,47.9,39.3,44.2,41.0,3762
111,14:47 22/11/2021,VKC,15.8,17.3,14.3,15.9,14.3,3539
288,15:04 22/11/2021,SVN,7.9,8.6,7.2,8.0,7.2,3494
334,14:47 22/11/2021,TDT,15.2,16.7,13.7,15.4,14.5,3422
102,15:04 22/11/2021,L18,54.0,59.4,48.6,54.2,48.6,3384
177,15:04 22/11/2021,BTS,12.6,13.8,11.4,12.9,11.4,3376
88,15:04 22/11/2021,SD5,15.0,16.5,13.5,15.1,13.5,3259
233,15:04 22/11/2021,STC,20.0,22.0,18.0,22.0,22.0,3196
148,15:04 22/11/2021,SCG,84.3,92.7,75.9,84.4,82.4,3079
325,14:47 22/11/2021,SD4,10.5,11.5,9.5,10.6,9.5,2957
250,14:47 22/11/2021,PGS,27.5,30.2,24.8,27.4,25.0,2945
133,14:47 22/11/2021,PCG,11.9,13.0,10.8,12.4,10.8,2876
114,15:04 22/11/2021,IVS,18.0,19.8,16.2,18.0,16.8,2721
118,14:47 22/11/2021,VC9,15.4,16.9,13.9,16.9,13.9,2569
229,14:47 22/11/2021,NSH,16.1,17.7,14.5,16.4,15.8,2558
227,15:04 22/11/2021,VC2,54.5,59.9,49.1,54.5,49.8,2481
109,15:04 22/11/2021,BAB,23.4,25.7,21.1,25.2,23.4,2468
309,15:04 22/11/2021,GKM,32.0,35.2,28.8,32.1,31.0,2320
3,15:04 22/11/2021,KSD,7.0,7.7,6.3,7.5,6.8,2216
315,14:47 22/11/2021,KSF,73.0,80.3,65.7,74.5,72.0,2165
84,15:04 22/11/2021,PVB,17.0,18.7,15.3,17.0,16.1,2162
174,15:04 22/11/2021,CET,10.6,11.6,9.6,11.6,9.9,2146
296,15:04 22/11/2021,TTZ,7.1,7.8,6.4,6.9,6.4,2145
