16,14:45 22/11/2021,APG,23.5,25.1,21.9,25.1,24.0,4984.6
29,14:45 22/11/2021,BID,44.4,47.5,41.3,46.2,44.0,4942.9
12,14:45 22/11/2021,AGR,25.0,26.75,23.25,25.9,24.0,4822.4
260,14:45 22/11/2021,QBS,6.9,7.38,6.42,6.8,6.42,4726.2
218,14:45 22/11/2021,NKG,42.0,44.9,39.1,43.3,42.0,4716.3
17,14:45 22/11/2021,APH,42.1,45.0,39.2,42.4,40.55,4503.5
166,14:45 22/11/2021,HVN,23.45,25.05,21.85,23.6,22.9,4234.5
235,14:45 22/11/2021,PET,32.0,34.2,29.8,32.0,29.8,4118.3
89,14:45 22/11/2021,DPM,46.0,49.2,42.8,47.5,45.7,3914.4
388,14:45 22/11/2021,VOS,20.7,22.1,19.3,20.7,19.3,3883.4
356,14:45 22/11/2021,TVB,31.0,33.15,28.85,31.5,29.0,3766.2
257,14:45 22/11/2021,PVT,24.5,26.2,22.8,24.0,23.0,3703.3
351,14:45 22/11/2021,TTA,19.7,21.05,18.35,19.95,18.35,3659.0
205,14:45 22/11/2021,MHC,17.3,18.5,16.1,17.65,16.1,3650.8
234,14:45 22/11/2021,PDR,90.7,97.0,84.4,92.4,90.5,3619.1
386,14:45 22/11/2021,VNM,86.1,92.1,80.1,86.5,85.9,3497.6
202,14:45 22/11/2021,MCG,9.23,9.87,8.59,9.87,8.59,3152.8
181,14:45 22/11/2021,KHG,19.9,21.25,18.55,20.5,18.55,3148.0
343,14:45 22/11/2021,TNH,52.4,56.0,48.75,56.0,54.0,3100.7
244,14:45 22/11/2021,PLX,59.4,63.5,55.3,58.9,55.6,3031.2
269,14:45 22/11/2021,SAM,24.2,25.85,22.55,24.0,22.55,3031.2
93,14:45 22/11/2021,DRH,22.8,24.35,21.25,24.0,21.25,3018.0
73,14:45 22/11/2021,DBC,65.0,69.5,60.5,68.2,64.1,2925.6
366,14:45 22/11/2021,VCG,48.5,51.8,45.15,48.55,45.5,2868.4
392,14:45 22/11/2021,VPH,11.6,12.4,10.8,12.4,10.8,2799.6
186,14:45 22/11/2021,KSB,39.0,41.7,36.3,39.1,36.3,2797.0
92,14:45 22/11/2021,DRC,35.25,37.7,32.8,35.35,33.0,2763.2
180,14:45 22/11/2021,KDH,45.9,49.1,42.7,46.5,43.0,2618.7
3,14:45 22/11/2021,ABS,28.2,30.15,26.25,27.9,26.25,2613.8
179,14:45 22/11/2021,KDC,59.0,63.1,54.9,61.8,59.1,2554.6
352,14:45 22/11/2021,TTB,11.0,11.75,10.25,11.15,10.25,2502.5
132,14:45 22/11/2021,HAH,71.0,75.9,66.1,70.5,67.2,2499.0
67,14:45 22/11/2021,CTS,44.5,47.6,41.4,45.5,42.6,2496.0
371,14:45 22/11/2021,VGC,51.9,55.5,48.3,51.8,48.3,2494.7
