09:23 24/11/2021,VND,80.7,86.3,75.1,82.7,81.8,598.7
09:23 24/11/2021,NLG,59,56.4,49.15,55.2,54.3,584.2
09:23 24/11/2021,MBB,28.9,30.9,26.9,29,28.8,583.4
09:23 24/11/2021,LPB,23.05,24.65,21.45,23.25,23,581.3
09:23 24/11/2021,SBT,25,26.75,23.25,25.5,24.8,568.4
09:23 24/11/2021,POW,13.8,14.75,12.85,14,13.85,563.4
09:23 24/11/2021,APH,40.7,43.5,37.9,41.35,40.75,544
09:23 24/11/2021,APG,26.35,28.15,24.55,27.5,26.9,536.4
09:23 24/11/2021,AGR,25.65,27.4,23.9,27,26.4,510.4
09:23 24/11/2021,SCR,18.05,19.3,16.8,18.7,18.5,505.6
09:23 24/11/2021,DBC,70.6,75.5,65.7,73.4,72.8,480.3
09:23 24/11/2021,SHB,23.8,25.45,22.15,24,23.8,457.4
09:23 24/11/2021,DPM,49.3,52.7,45.85,49.6,48.95,448.9
09:23 24/11/2021,HSG,39.1,41.8,36.4,39.15,38.5,446.5
09:23 24/11/2021,TSC,15.6,16.65,14.55,15.8,15.7,428
09:23 24/11/2021,ORS,32,34.2,29.8,33,32.5,425.4
09:23 24/11/2021,OCB,28,29.95,26.05,28.2,28,406.7
09:23 24/11/2021,AAA,17.1,18.25,15.95,17.35,17.15,394.6
09:23 24/11/2021,DXG,26,27.8,24.2,26.6,26.2,393.6
09:23 24/11/2021,VPB,36.25,38.75,33.75,36.25,36,377
09:23 24/11/2021,CII,27.25,29.15,25.35,28,27.6,372.3
09:23 24/11/2021,HNG,8.27,8.84,7.7,8.45,8.35,370.9
09:23 24/11/2021,VRE,30.15,32.25,28.05,30.2,30.1,363.7
09:23 24/11/2021,ASM,22.5,24.05,20.95,23.15,22.6,350.8
09:23 24/11/2021,HAI,6.55,7,6.1,6.68,6.56,337.1
09:23 24/11/2021,PDR,90.7,97,84.4,91.5,90.6,330.6
09:23 24/11/2021,HT1,25,26.75,23.25,25.9,25.4,327.5
09:23 24/11/2021,MCG,9.19,9.83,8.55,9.82,9.3,324.8
09:23 24/11/2021,JVC,8.5,9.09,7.91,8.9,8.5,322.4
09:23 24/11/2021,KBC,48,51.3,44.65,48.8,48.5,321
09:23 24/11/2021,NVL,106.2,113.6,98.8,108,107.2,318.5
09:23 24/11/2021,IJC,30.6,32.7,28.5,31.1,30.6,311.5
09:23 24/11/2021,VIB,41.9,44.8,39,41.8,41.5,300.5
09:23 24/11/2021,CKG,34.75,37.15,32.35,35.4,34.8,291.9
09:23 24/11/2021,ACB,33.95,36.3,31.6,34,33.8,281.1
09:23 24/11/2021,VCG,46.3,49.5,43.1,46.7,46,280.6
09:23 24/11/2021,NBB,42,44.9,39.1,43,41.95,278.5
09:23 24/11/2021,AMD,6.07,6.49,5.65,6.26,6.17,269.6
09:23 24/11/2021,QCG,11.2,11.95,10.45,11.75,11.2,267.9
09:23 24/11/2021,HVN,23.35,24.95,21.75,23.4,23.25,261.4
09:22 24/11/2021,TTB,10.2,10.9,9.49,10.1,9.9,258.4
09:23 24/11/2021,MHC,15.3,16.35,14.25,15.9,15.45,244.9
09:23 24/11/2021,LCG,18.1,19.35,16.85,18.7,18.2,240.9
09:23 24/11/2021,NKG,43.15,46.15,40.15,43.2,42.55,237.3
09:23 24/11/2021,FCN,17.3,18.5,16.1,17.5,17.4,219.1
09:23 24/11/2021,TVB,29.5,31.55,27.45,30.7,30.3,217.6
09:23 24/11/2021,DCM,37,39.55,34.45,37.4,37.05,213.6
09:23 24/11/2021,PXS,8.69,9.29,8.09,9.29,8.71,208.6
09:23 24/11/2021,VOS,20.65,22.05,19.25,21.45,20.9,198.2
09:23 24/11/2021,VJC,132,141.2,122.8,132.4,132,190.5
09:23 24/11/2021,VHM,82.5,88.2,76.8,82.7,82.1,189.7
09:23 24/11/2021,HPX,36,38.5,33.5,36.55,36,188.5
09:23 24/11/2021,PVT,24.35,26.05,22.65,24.6,24.35,168.3
09:23 24/11/2021,KSB,37.2,39.8,34.6,38,37.8,168.1
09:23 24/11/2021,HTN,60,64.2,55.8,64.2,64.2,167.9
09:23 24/11/2021,KDC,59.9,64,55.8,60,59.8,165.9
09:23 24/11/2021,GVR,37.5,40.1,34.9,37.95,37.55,165.8
09:23 24/11/2021,HAH,69.3,74.1,64.5,70.6,69.5,163.8
09:23 24/11/2021,GMD,51,54.5,47.45,51.4,50.6,160.6
09:23 24/11/2021,VIC,94.8,101.4,88.2,95.2,94.5,156.7
09:23 24/11/2021,HDG,64.3,68.8,59.8,65.7,64.8,153.6
09:23 24/11/2021,TPB,48.7,52.1,45.3,48.7,47.7,142.6
09:23 24/11/2021,TGG,33.8,36.15,31.45,35.9,33.7,141.2
09:23 24/11/2021,CTS,44.5,47.6,41.4,45.4,45,141.1
09:23 24/11/2021,PET,30.7,32.8,28.6,31.4,30,141.1
09:22 24/11/2021,TTA,19.15,20.45,17.85,19.2,18.7,130.2
09:29 24/11/2021,GEX,44.15,47.2,41.1,45,43,4247.6
09:29 24/11/2021,SSI,52,55.6,48.4,53.7,52.7,4234.8
09:29 24/11/2021,TTF,10.75,11.5,10,11.5,11.3,3522.7
09:28 24/11/2021,ITA,11.2,11.95,10.45,11.6,11.3,2646
09:29 24/11/2021,HAG,7.15,7.65,6.65,7.59,7.34,2590.1
09:29 24/11/2021,FLC,14.7,15.7,13.7,15.15,14.7,2494.5
09:29 24/11/2021,HPG,49.55,53,46.1,49.7,49.25,2492.2
09:29 24/11/2021,ROS,6.84,7.31,6.37,7.08,6.95,1839.7
09:29 24/11/2021,SAM,21,22.45,19.55,22,20,1839.7
09:28 24/11/2021,DLG,6.92,7.4,6.44,7.1,6.85,1750.9
09:29 24/11/2021,HQC,6.1,6.52,5.68,6.35,6.24,1724.3
09:29 24/11/2021,TCB,52.6,56.2,48.95,52.7,52.3,1600.8
09:29 24/11/2021,VCI,75.2,80.4,70,79,78,1580
09:29 24/11/2021,HBC,24.2,25.85,22.55,25.7,25,1555.4
09:28 24/11/2021,IDI,19.9,21.25,18.55,21.25,21.25,1484.8
09:29 24/11/2021,TCH,23.5,25.1,21.9,23.95,23.3,1471.5
09:29 24/11/2021,STB,28.5,30.45,26.55,28.6,28.35,1469.3
09:29 24/11/2021,VIX,33,35.3,30.7,34.5,33.7,1445.8
09:29 24/11/2021,LDG,12.55,13.4,11.7,13.15,12.65,1342.4
09:29 24/11/2021,CMX,18.4,19.65,17.15,19.65,19.4,1307.3
09:29 24/11/2021,HCM,46.5,49.75,43.25,48.35,47.5,1297.9
09:29 24/11/2021,LPB,23.05,24.65,21.45,23.25,22.9,1221
09:29 24/11/2021,MSB,26.45,28.3,24.6,26.55,26.25,1191.2
09:29 24/11/2021,CTG,34.1,36.45,31.75,34.3,34.05,1183.6
09:29 24/11/2021,SJF,19.75,21.1,18.4,21.1,20.5,1165.4
